Accuracy,Precision,Recall,F1-score
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
0.8771929824561403,1.0,0.0,0.0
